"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp30660_c0_seq1"	3.9827354887533e-11	"isogroup30660"	"Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 2/3 E=3e-91"	"GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1386_pilon"	67949	105589
"comp84860_c0_seq1"	4.11127357896544e-11	"isogroup84860"	NA	NA	NA	"Segkk817_pilon"	69100	81074
"comp22518_c0_seq1"	4.96213049106985e-11	"isogroup22518"	NA	NA	NA	"Segkk4106_pilon"	104366	105650
"comp14386_c0_seq1"	5.37323191326305e-11	"isogroup14386"	"Component of histone deacetylase complex (breast carcinoma metastasis suppressor 1 protein in human)"	"GO:0040029;GO:0016570"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk3349_pilon"	19215	28522
"comp9097_c0_seq1"	6.03146807683225e-11	"isogroup9097"	"Predicted translation elongation factor ; elongation factor 1-alpha E=9e-157"	"GO:0005525;GO:0006412;GO:0003924;GO:0008547;GO:0003746"	"Translation, ribosomal structure and biogenesis"	"Segkk779_pilon"	90723	104324
"comp9477_c0_seq1"	6.24100132722637e-11	"isogroup9477"	"Protein tyrosine phosphatase PTPMEG, contains FERM domain ; protein tyrosine phosphatase, non-receptor type 1 [EC:3.1.3.48] E=2e-87"	"GO:0004725;GO:0006470;GO:0004721;GO:0004727"	"Signal transduction mechanisms"	"Segkk1511_pilon"	102406	126333
"comp57288_c0_seq1"	6.64975286844533e-11	"isogroup57288"	NA	NA	NA	"Segkk419_pilon"	73946	77609
"comp43497_c0_seq1"	7.04647792781452e-11	"isogroup43497"	NA	NA	NA	"Segkk837_pilon"	201423	201843
"comp57344_c0_seq1"	7.5377469096378e-11	"isogroup57344"	NA	NA	NA	"Segkk1415_pilon"	64212	64507
"comp74460_c0_seq1"	1.04802101161636e-10	"isogroup74460"	NA	NA	NA	"Segkk3377_pilon"	77670	77910
"comp86590_c0_seq1"	1.07900268787549e-10	"isogroup86590"	NA	NA	NA	"Segkk2011_pilon"	36399	170580
"comp15787_c0_seq1"	1.30698788509585e-10	"isogroup15787"	NA	NA	NA	"Segkk1415_pilon"	4568	13211
"comp18580_c0_seq1"	1.60958200344417e-10	"isogroup18580"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; egf-like module containing, mucin-like, hormone receptor-like 1 E=6e-50"	"GO:0004623;GO:0005509;GO:0016042"	"Signal transduction mechanisms"	"Segkk2410_pilon"	58295	76943
"comp9986_c0_seq1"	1.82153768959822e-10	"isogroup9986"	"Predicted E3 ubiquitin ligase ; fucokinase [EC:2.7.1.52] E=2e-170"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0050201;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk543_pilon"	219624	233719
"comp3432_c0_seq1"	2.16218656045496e-10	"isogroup3432"	"SNARE protein TLG1/Syntaxin 6 ; syntaxin 6 E=2e-137"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk812_pilon"	76198	83792
"comp24248_c0_seq1"	2.76964328848265e-10	"isogroup24248"	"Kinesin light chain"	"GO:0005515;GO:0007165"	"Cytoskeleton"	"Segkk2011_pilon"	128907	135567
"comp16816_c0_seq1"	3.68512284577255e-10	"isogroup16816"	"sulfatase modifying factor 1 E=1e-05"	NA	NA	"Segkk3330_pilon"	51292	60571
"comp57546_c0_seq1"	4.63167246904912e-10	"isogroup57546"	"maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=9e-11"	"GO:0004558;GO:0004339"	NA	"Segkk2207_pilon"	2403	2865
"comp71844_c0_seq1"	4.96966490939708e-10	"isogroup71844"	NA	NA	NA	"Segkk2824_pilon"	8734	9438
"comp25226_c0_seq1"	5.30173593983757e-10	"isogroup25226"	"Trypsin ; CD163 antigen E=5e-45"	"GO:0005044;GO:0016020"	"Amino acid transport and metabolism"	"Segkk3054_pilon"	44020	61866
"comp25078_c0_seq1"	5.4358953550322e-10	"isogroup25078"	NA	NA	NA	"Segkk1313_pilon"	49615	50036
"comp21576_c0_seq1"	5.68373668844005e-10	"isogroup21576"	NA	NA	NA	"Segkk3112_pilon"	208110	234650
"comp90313_c0_seq1"	6.47948485886637e-10	"isogroup90313"	NA	NA	NA	"Segkk2359_pilon"	29313	29630
"comp10259_c0_seq1"	7.09151125817613e-10	"isogroup10259"	"Vacuolar protein sorting-associated protein"	"GO:0008152;GO:0016740;GO:0003676;GO:0031177"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1991_pilon"	392802	411885
"comp24342_c0_seq1"	7.42532509801719e-10	"isogroup24342"	NA	NA	NA	"Segkk782_pilon"	182524	189320
"comp7985_c0_seq1"	8.45184605945233e-10	"isogroup7985"	NA	NA	NA	"Segkk4218_pilon"	16871	28429
"comp43663_c0_seq1"	9.01961257651793e-10	"isogroup43663"	"Proteins containing Ca2+-binding EGF-like domains ; Notch E=4e-12"	"GO:0005198"	"Signal transduction mechanisms"	"Segkk3520_pilon"	10571	23357
"comp42427_c0_seq1"	9.59919721814524e-10	"isogroup42427"	"Kinesin-like protein"	"GO:0003777;GO:0005524;GO:0005875;GO:0007018"	"Cytoskeleton"	"Segkk3718_pilon"	18469	18957
"comp53355_c0_seq1"	9.59919721814524e-10	"isogroup53355"	NA	NA	NA	"Segkk3643_pilon"	288036	288266
"comp509_c0_seq1"	1.16007973136872e-09	"isogroup509"	NA	NA	NA	"Segkk739_pilon"	46648	56269
"comp7183_c0_seq1"	1.43884351143924e-09	"isogroup7183"	NA	NA	NA	"Segkk2633_pilon"	68035	69308
"comp3872_c0_seq1"	1.44240349939195e-09	"isogroup3872"	"Ubiquitin-specific protease UBP14 ; cytosolic nonspecific dipeptidase [EC:3.4.13.18 3.4.13.-] E=3e-125"	"GO:0006464"	"Posttranslational modification, protein turnover, chaperones"	"Segkk898_pilon"	37471	97319
"comp63844_c0_seq1"	1.6190869253748e-09	"isogroup63844"	NA	NA	NA	"Segkk876_pilon"	24206	24512
"comp58735_c0_seq1"	1.67216137498024e-09	"isogroup58735"	NA	NA	NA	"Segkk1346_pilon"	10619	10836
"comp25451_c0_seq1"	1.69550642171211e-09	"isogroup25451"	"Chromatin assembly factor-I"	NA	"Chromatin structure and dynamics"	"Segkk3327_pilon"	200769	208414
"comp1694_c0_seq1"	1.83755626475179e-09	"isogroup1694"	"FOG: Zn-finger ; KRAB domain-containing zinc finger protein E=4e-21"	"GO:0003676;GO:0005634;GO:0008270"	NA	"Segkk2846_pilon"	53935	54988
"comp11286_c0_seq1"	2.1502796946511e-09	"isogroup11286"	"Cdc4 and related F-box and WD-40 proteins ; E3 ubiquitin-protein ligase TRAF7 [EC:6.3.2.19] E=5e-102"	"GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992"	NA	"Segkk2521_pilon"	1803	19482
"comp8568_c0_seq1"	2.32615449343075e-09	"isogroup8568"	"Collagens (type IV and type XIII), and related proteins ; collagen, type XII, alpha E=1e-25"	"GO:0005529"	"Extracellular structures"	"Segkk2067_pilon"	4429	8211
"comp1717_c0_seq1"	2.34713616872844e-09	"isogroup1717"	"tyrosine decarboxylase [EC:4.1.1.25] E=2e-152"	"GO:0004837"	NA	"Segkk3957_pilon"	42398	53884
"comp19943_c0_seq1"	2.46681624900402e-09	"isogroup19943"	NA	NA	NA	"Segkk3636_pilon"	84975	87172
"comp3299_c0_seq1"	2.8615591007724e-09	"isogroup3299"	"Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily) ; nucleolysin TIA-1/TIAR E=2e-08"	"GO:0003676;GO:0006915;GO:1900119"	"RNA processing and modification "	"Segkk2265_pilon"	41038	46392
"comp8542_c0_seq1"	3.13927309041177e-09	"isogroup8542"	"Alpha-tubulin folding cofactor B ; dynactin 1 E=1e-43"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk4316_pilon"	68587	74385
"comp1476_c0_seq1"	3.26877308918765e-09	"isogroup1476"	"Vacuolar assembly/sorting protein PEP5/VPS11"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk3183_pilon"	146	3104
"comp35217_c0_seq1"	3.47259130954545e-09	"isogroup35217"	"Molecular co-chaperone STI1"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk1602_pilon"	75837	76685
"comp9130_c0_seq1"	3.66521266892546e-09	"isogroup9130"	"Diacylglycerol kinase ; diacylglycerol kinase [EC:2.7.1.107] E=1e-49"	"GO:0004143;GO:0007205;GO:0005509;GO:0007242"	"Signal transduction mechanisms"	"Segkk1235_pilon"	82916	113605
"comp26748_c0_seq1"	4.08364467360573e-09	"isogroup26748"	"Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 2/3 E=2e-126"	"GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1386_pilon"	67322	105274
"comp85798_c0_seq1"	4.46661831677611e-09	"isogroup85798"	"TPR-containing nuclear phosphoprotein that regulates K(+) uptake"	"GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921"	"Inorganic ion transport and metabolism"	"Segkk2291_pilon"	7135	8130
"comp3911_c0_seq1"	5.20601951844445e-09	"isogroup3911"	NA	NA	NA	"Segkk762_pilon"	5492	13740
"comp3129_c0_seq1"	5.66300051901242e-09	"isogroup3129"	NA	NA	NA	"Segkk3883_pilon"	110198	118853
"comp5070_c0_seq1"	5.99322537944428e-09	"isogroup5070"	"NADP/FAD dependent oxidoreductase ; NADPH-ferrihemoprotein reductase [EC:1.6.2.4] E=8e-166"	"GO:0005489;GO:0006118;GO:0016491;GO:0010181;GO:0003958"	"Energy production and conversion"	"Segkk389_pilon"	307584	341360
"comp2302_c0_seq1"	6.48395520289798e-09	"isogroup2302"	"Alpha-L-fucosidase"	"GO:0004560"	"Carbohydrate transport and metabolism"	"Segkk1587_pilon"	10217	13260
"comp25279_c0_seq1"	6.85558236624294e-09	"isogroup25279"	"Diamine acetyltransferase"	"GO:0008080"	"Amino acid transport and metabolism"	"Segkk1593_pilon"	17362	21817
"comp16914_c0_seq1"	7.59470550118372e-09	"isogroup16914"	"Glutathione S-transferase ; maleylacetoacetate isomerase [EC:5.2.1.2] E=2e-140"	"GO:0003824;GO:0005737;GO:0009072;GO:0016034"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2470_pilon"	90838	98992
"comp15822_c0_seq1"	7.99718241666119e-09	"isogroup15822"	"Uncharacterized conserved protein Sand"	"GO:0005554"	NA	"Segkk4025_pilon"	266812	273902
"comp47118_c0_seq1"	9.55418121201574e-09	"isogroup47118"	NA	NA	NA	"Segkk1241_pilon"	35122	35674
"comp13113_c0_seq1"	1.13789902621556e-08	"isogroup13113"	"Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 45 E=3e-103"	"GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1386_pilon"	81968	86036
"comp50983_c0_seq1"	1.18187578841564e-08	"isogroup50983"	NA	NA	NA	"Segkk1958_pilon"	34158	40033
"comp50131_c0_seq1"	1.22819320016631e-08	"isogroup50131"	"Cytoskeleton-associated protein and related proteins"	NA	"Cytoskeleton"	"Segkk3189_pilon"	11131	15257
"comp13002_c0_seq1"	1.45749122128442e-08	"isogroup13002"	"N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase ; phosphatidylinositol glycan, class A [EC:2.4.1.198] E=3e-51"	"GO:0009058;GO:0017176"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1335_pilon"	7876	21114
"comp63272_c0_seq1"	1.52316872828537e-08	"isogroup63272"	NA	NA	NA	"Segkk2390_pilon"	71587	76847
"comp40983_c0_seq1"	1.63288021015631e-08	"isogroup40983"	NA	NA	NA	"Segkk2633_pilon"	88415	88843
"comp18794_c0_seq1"	1.79757594230506e-08	"isogroup18794"	"Predicted signal transduction protein"	NA	NA	"Segkk3654_pilon"	25437	26163
"comp22908_c0_seq1"	1.9316236093404e-08	"isogroup22908"	"LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=2e-33"	NA	NA	"Segkk99_pilon"	7222	7415
"comp29949_c0_seq1"	1.93297326519993e-08	"isogroup29949"	"Predicted E3 ubiquitin ligase"	"GO:0003676;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2633_pilon"	61106	76717
"comp30915_c0_seq1"	2.03817744596554e-08	"isogroup30915"	NA	NA	NA	"Segkk478_pilon"	79595	79834
"comp6501_c0_seq1"	2.45893228520736e-08	"isogroup6501"	"U2-associated snRNP A protein"	NA	"RNA processing and modification "	"Segkk1290_pilon"	288657	296442
"comp11509_c0_seq1"	2.71788835735539e-08	"isogroup11509"	"Protein tyrosine phosphatase ; roundabout, axon guidance receptor 3 E=8e-33"	"GO:0004725;GO:0006470;GO:0004721;GO:0005001"	"Signal transduction mechanisms"	"Segkk3139_pilon"	69931	76882
"comp51098_c0_seq1"	3.65336873386228e-08	"isogroup51098"	"cell division cycle 20-like protein 1, cofactor of APC complex E=7e-08"	"GO:0051301"	NA	"Segkk99_pilon"	9580	10092
"comp23212_c0_seq1"	4.01474055147196e-08	"isogroup23212"	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins ; spectrin beta E=3e-14"	"GO:0003779;GO:0008091"	"Cytoskeleton"	"Segkk838_pilon"	157371	161747
"comp8650_c0_seq1"	4.12726333735968e-08	"isogroup8650"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; tissue factor pathway inhibitor E=1e-14"	NA	"Signal transduction mechanisms"	"Segkk1363_pilon"	8884	18952
"comp27456_c0_seq1"	4.49957266842128e-08	"isogroup27456"	NA	NA	NA	"Segkk943_pilon"	52064	52903
"comp3321_c0_seq1"	4.51581403551868e-08	"isogroup3321"	"Uncharacterized conserved protein"	NA	NA	"Segkk4306_pilon"	216716	226174
"comp54644_c0_seq1"	4.5712083557771e-08	"isogroup54644"	NA	NA	NA	"Segkk2303_pilon"	29955	30265
"comp12147_c0_seq1"	5.412239223901e-08	"isogroup12147"	"Oxysterol-binding protein ; transient receptor potential cation channel subfamily A member 1 E=2e-23"	"GO:0050115;GO:0007600"	"Signal transduction mechanisms"	"Segkk1042_pilon"	63069	82997
"comp5196_c0_seq1"	5.99359529067006e-08	"isogroup5196"	"Alternative splicing factor SRp20/9G8 (RRM superfamily) ; splicing factor, arginine/serine-rich 7 E=7e-59"	"GO:0003676"	"RNA processing and modification "	"Segkk760_pilon"	34542	39500
"comp6132_c0_seq1"	6.11754703832293e-08	"isogroup6132"	"protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=3e-45"	"GO:0005001"	NA	"Segkk3851_pilon"	62222	63640
"comp18983_c0_seq1"	6.50567713834851e-08	"isogroup18983"	"roundabout, axon guidance receptor 1 E=4e-12"	NA	NA	"Segkk1270_pilon"	17300	36207
"comp2564_c0_seq1"	6.98402087648166e-08	"isogroup2564"	"Deoxyribodipyrimidine photolyase/cryptochrome ; cryptochrome E=6e-64"	"GO:0003913;GO:0006281;GO:0003904"	"Replication, recombination and repair"	"Segkk3263_pilon"	416337	430213
"comp73511_c0_seq1"	7.00352506033161e-08	"isogroup73511"	NA	NA	NA	"Segkk1641_pilon"	221113	221535
"comp10484_c0_seq1"	7.60431781986842e-08	"isogroup10484"	NA	NA	NA	"Segkk4267_pilon"	264118	265365
"comp22773_c0_seq1"	8.49597826959139e-08	"isogroup22773"	NA	NA	NA	"Segkk1408_pilon"	8429	15636
"comp15667_c0_seq1"	8.66110700726922e-08	"isogroup15667"	"Glycosylphosphatidylinositol anchor attachment protein GAA1 ; glycosylphosphatidylinositol transamidase E=2e-69"	"GO:0004540;GO:0008033;GO:0016021;GO:0042765;GO:0004526"	"Posttranslational modification, protein turnover, chaperones"	"Segkk543_pilon"	123192	130108
"comp1905_c0_seq1"	9.04571637134849e-08	"isogroup1905"	"Protein tyrosine phosphatase IVA1 ; cell division cycle 14 [EC:3.1.3.48] E=1e-06"	"GO:0004721;GO:0006470;GO:0004725;GO:0004727;GO:0051301"	"Signal transduction mechanisms"	"Segkk555_pilon"	352898	362208
"comp44002_c0_seq1"	1.01329197405233e-07	"isogroup44002"	NA	NA	NA	"Segkk3121_pilon"	46934	61389
"comp20414_c0_seq1"	1.07085824276214e-07	"isogroup20414"	NA	NA	NA	"Segkk4106_pilon"	104952	105269
"comp10219_c0_seq1"	1.07902443018923e-07	"isogroup10219"	"UDP-glucose/GDP-mannose dehydrogenase ; UDPglucose 6-dehydrogenase [EC:1.1.1.22] E=3e-163"	"GO:0006118;GO:0003979"	"Carbohydrate transport and metabolism"	"Segkk673_pilon"	117720	126746
"comp11192_c0_seq1"	1.17359411841492e-07	"isogroup11192"	"Predicted tubulin-tyrosine ligase ; tubulin---tyrosine ligase [EC:6.3.2.25] E=4e-07"	"GO:0004835;GO:0006464"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3972_pilon"	14759	18743
"comp37230_c0_seq1"	1.17359411841492e-07	"isogroup37230"	NA	NA	NA	"Segkk3363_pilon"	237214	237569
"comp5162_c0_seq1"	1.17359411841492e-07	"isogroup5162"	NA	NA	NA	"Segkk478_pilon"	70617	87172
"comp6269_c0_seq1"	1.17359411841492e-07	"isogroup6269"	"Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains"	NA	"Signal transduction mechanisms"	"Segkk3238_pilon"	94239	105346
"comp27599_c0_seq1"	1.29647564414759e-07	"isogroup27599"	NA	NA	NA	"Segkk4364_pilon"	174037	174712
"comp32210_c0_seq1"	1.32827042745246e-07	"isogroup32210"	NA	NA	NA	"Segkk1157_pilon"	95392	96849
"comp40886_c0_seq1"	1.41759872291801e-07	"isogroup40886"	"Kinesin-like protein ; kinesin family member 4/7/21/27 E=4e-163"	"GO:0003777;GO:0005524;GO:0005875;GO:0007018"	"Cytoskeleton"	"Segkk2165_pilon"	546829	552551
"comp73273_c0_seq1"	1.47277006139049e-07	"isogroup73273"	"BTB/POZ domain-containing protein 3/6 E=1e-08"	NA	NA	"Segkk1509_pilon"	18365	18627
"comp77842_c0_seq1"	1.5158151347361e-07	"isogroup77842"	NA	NA	NA	"Segkk1347_pilon"	44899	45691
"comp12699_c0_seq1"	1.51691191137834e-07	"isogroup12699"	NA	NA	NA	"Segkk3640_pilon"	10935	21719
"comp16302_c0_seq1"	1.60398390558176e-07	"isogroup16302"	"Monocarboxylate transporter ; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 10 E=3e-88"	"GO:0005215;GO:0006810;GO:0016021"	"Carbohydrate transport and metabolism"	"Segkk1613_pilon"	88829	93760
"comp12537_c0_seq1"	1.60577868893599e-07	"isogroup12537"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=3e-159"	"GO:0004558;GO:0004339"	"Signal transduction mechanisms"	"Segkk3048_pilon"	65301	67291
"comp8751_c0_seq1"	1.73186723691797e-07	"isogroup8751"	"C3H1-type Zn-finger protein ; muscleblind E=1e-09"	"GO:0003676"	"Transcription"	"Segkk1887_pilon"	171137	172839
"comp5028_c0_seq1"	1.75835395280488e-07	"isogroup5028"	NA	NA	NA	"Segkk384_pilon"	32646	43716
"comp6416_c0_seq1"	1.75952006070248e-07	"isogroup6416"	"Ficolin and related extracellular proteins ; ficolin E=9e-117"	"GO:0005737;GO:0006817"	NA	"Segkk4037_pilon"	294226	299682
"comp26140_c0_seq1"	1.83283393695399e-07	"isogroup26140"	"Defense-related protein containing SCP domain"	"GO:0005576;GO:0007242"	NA	"Segkk3972_pilon"	14902	27345
"comp27935_c0_seq1"	1.94373807188741e-07	"isogroup27935"	"Putative transcription factor HALR/MLL3, involved in embryonic development"	"GO:0003677;GO:0005634"	NA	"Segkk2303_pilon"	83608	87250
"comp8937_c0_seq1"	1.96835409079843e-07	"isogroup8937"	NA	NA	NA	"Segkk3904_pilon"	43787	44755
"comp87549_c0_seq1"	2.14904326808727e-07	"isogroup87549"	NA	NA	NA	"Segkk275_pilon"	110	310
"comp19932_c0_seq1"	2.31269570272882e-07	"isogroup19932"	NA	NA	NA	"Segkk757_pilon"	9832	20374
"comp51535_c0_seq1"	2.56795404284247e-07	"isogroup51535"	NA	NA	NA	"Segkk2994_pilon"	432	695
"comp4691_c0_seq1"	2.75770409279316e-07	"isogroup4691"	"Permease of the major facilitator superfamily ; MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3 E=4e-98"	"GO:0005215;GO:0006810;GO:0016021;GO:0015152"	"Carbohydrate transport and metabolism"	"Segkk3905_pilon"	107866	135113
"comp88872_c0_seq1"	2.83025010110278e-07	"isogroup88872"	NA	NA	NA	"Segkk1771_pilon"	139292	146522
"comp62381_c0_seq1"	2.83049673729934e-07	"isogroup62381"	NA	NA	NA	"Segkk1322_pilon"	27880	28198
"comp5001_c0_seq1"	2.92299932782277e-07	"isogroup5001"	"Corticosteroid 11-beta-dehydrogenase and related short chain-type dehydrogenases ; retinol dehydrogenase 16 [EC:1.1.1.-] E=2e-92"	"GO:0008152;GO:0016491;GO:0003858;GO:0004745;GO:0047560"	"Secondary metabolites biosynthesis, transport and catabolism"	"Segkk2432_pilon"	201205	217409
"comp60362_c0_seq1"	3.23703560944472e-07	"isogroup60362"	NA	NA	NA	"Segkk1253_pilon"	20761	21218
"comp16046_c0_seq1"	3.36705118995661e-07	"isogroup16046"	"Spermidine synthase ; spermidine synthase [EC:2.5.1.16] E=4e-75"	"GO:0008757;GO:0003824;GO:0004766"	"Amino acid transport and metabolism"	"Segkk2424_pilon"	15957	22866
"comp6463_c0_seq1"	3.41121098360382e-07	"isogroup6463"	"Ubiquitin-protein ligase ; ubiquitin-conjugating enzyme E2 M [EC:6.3.2.19] E=5e-66"	"GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1755_pilon"	95115	98167
"comp22053_c0_seq1"	3.65465183112934e-07	"isogroup22053"	NA	NA	NA	"Segkk2011_pilon"	128792	128930
"comp10774_c0_seq1"	3.71150825994966e-07	"isogroup10774"	"DEAD-box like helicase ; ATP-dependent RNA helicase DDX58 [EC:3.6.3.14] E=9e-62"	"GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177"	NA	"Segkk4069_pilon"	83079	94495
"comp71276_c0_seq1"	3.71150825994966e-07	"isogroup71276"	NA	NA	NA	"Segkk876_pilon"	22720	23088
"comp15359_c0_seq1"	3.86659160802732e-07	"isogroup15359"	"Predicted membrane protein, contains DoH and Cytochrome b-561/ferric reductase transmembrane domains"	"GO:0005509"	"Signal transduction mechanisms"	"Segkk1975_pilon"	31235	46461
"comp85084_c0_seq1"	3.92026725869439e-07	"isogroup85084"	"Dihydropyrimidine dehydrogenase"	"GO:0006118;GO:0016491;GO:0004152;GO:0006207;GO:0015036;GO:0005489;GO:0005506;GO:0004158;GO:0005737"	"Nucleotide transport and metabolism"	"Segkk4124_pilon"	72972	79144
"comp2682_c0_seq1"	4.00962981562065e-07	"isogroup2682"	NA	NA	NA	"Segkk2109_pilon"	82252	119690
"comp19428_c0_seq1"	4.07310352892661e-07	"isogroup19428"	NA	NA	NA	"Segkk3939_pilon"	109073	109556
"comp36342_c0_seq1"	4.07310352892661e-07	"isogroup36342"	NA	NA	NA	"Segkk2512_pilon"	36042	37133
"comp7011_c0_seq1"	4.20319464795455e-07	"isogroup7011"	"dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.1.119] E=9e-83"	"GO:0004579;GO:0008250"	NA	"Segkk2272_pilon"	12787	33442
"comp2517_c0_seq1"	4.51159769267508e-07	"isogroup2517"	"cadherin EGF LAG seven-pass G-type receptor 1 (flamingo) E=3e-119"	NA	NA	"Segkk1553_pilon"	24693	49954
